001002a8 TerminatedCString /lib64/ld-linux-x86-64.so.2
00134be5 string load_firmware_version
00134bfd string <IMAGE>
00134c05 string <OLD-IMAGE>
00134c11 string ERROR: %s: Failed to allocate a string buffer. 
00134c41 string get_flashrom_command
00134c5b string flashrom -r %s -p %s%s%s
00134c78 string flashrom -w %s -p %s%s%s%s%s%s
00134c97 string  --flash-contents 
00134caa string  --noverify
00134cb6 string INFO: %s: Writing from %s to %s (emu=%s). 
00134ce1 string emulate_write_firmware
00134cf8 string ERROR: %s: Cannot load image from %s. 
00134d1f string ERROR: %s: Image size is different (%s:%d != %s:%d) 
00134d54 string  - write the whole image. 
00134d6f string  - write the section: %s. 
00134d8a string ERROR: %s: Failed to write the section: %s 
00134db6 string ERROR: %s: Failed writing to file: %s 
00134ddd string mainfw_act
00134de8 string tpm_fwver
00134df2 string fw_vboot2
00134dfc string mosys platform version
00134e13 string host_get_platform_version
00134e2d string Raw data = [%s], parsed version is %ld 
00134e55 string wpsw_cur
00134e5e string Supported quirks: 
00134e71 string  '%s': %s (default: %d) 
00134e8a string (no description)
00134e9b string ERROR: %s: Invalid root key. 
00134eb9 string get_rootkey
00134ec5 string Done (no error)
00134ed5 string RO changed and no WP. Need full update.
00134efd string No image to update; try specify with -i.
00134f26 string Cannot load system active firmware.
00134f4a string The given firmware image is not valid.
00134f71 string Failed writing system flags to try update.
00134f9c string Failed writing firmware.
00134fb5 string Your system platform is not compatible.
00134fdd string No valid RW target to update. Abort.
00135002 string RW signed by incompatible root key (different from RO).
0013503a string RW not usable due to TPM anti-rollback.
00135062 string Unknown error.
00135071 string INFO: %s: Apply deferred updates, only setting cookies for the next boot slot. 
001350c1 string update_firmware
001350d1 string >> Target image: %s (RO:%s, RW/A:%s, RW/B:%s). 
00135101 string ERROR: %s: Add --force to waive checking the version. 
00135138 string INFO: %s: Loading current system firmware... 
00135166 string WARNING: %s: No compatible firmware in system. 
00135196 string >> Current system: %s (RO:%s, RW/A:%s, RW/B:%s). 
001351c8 string ERROR: %s: The firmware image is not compatible with your system. If you really want to proceed, please run again with: --quirks=no_check_platform 
0013525c string >> Write protection: %d (%s; HW=%d, SW=%d). 
00135289 string WARNING: %s: %s 
0013529a string ERROR: %s: To change keys in RO area, you must first remove write protection ( https://goo.gl/ces83U ). 
0013530e string ERROR: %s: --manifest needs either -a or -i 
0013533b string updater_setup_config
00135350 string ERROR: %s: --manifest for archive (-a) does not accept  additional images (--ec_image, --pd_image).
001353b4 string ERROR: %s: --{re,un}pack needs --archive. 
001353df string autoupdate
001353ea string deferupdate_hold
001353fb string deferupdate_apply
0013540d string factory_install
0013541d string ERROR: %s: Invalid mode: %s 
0013543a string AP (host) programmer changed to %s. 
0013545f string Using file %s for emulation. 
0013547d string ERROR: %s: Failed to open: %s 
0013549c string manifest.json
001354aa string ERROR: %s: Failed to read the cached manifest: %s 
001354dd string ERROR: %s: Failure in archive: %s 
00135500 string ERROR: %s: EC/PD images are not supported in current mode. 
0013553c string ERROR: %s: Please remove write protection for factory mode  ( https://goo.gl/ces83U ).
00135593 string RW_SECTION_A
001355a0 string RW_SECTION_B
001355ad string ERROR: %s: Unknown target: %s 
001355cc string set_try_cookies
001355dc string INFO: %s: (emulation) %s slot %s on next boot, try_count=%d. 
00135623 string fw_try_next
0013562f string ERROR: %s: Failed to set fw_try_next to %s. 
0013565c string fw_result
00135666 string success
0013566e string ERROR: %s: Failed to set fw_result to success. 
0013569e string fw_try_count
001356ab string ERROR: %s: Failed to set fw_try_count to %d. 
001356d9 string ERROR: %s: <%s> not implemented. 
001356fb string try_apply_quirk
0013570b string Applying quirk <%s>. 
00135721 string check_compatible_platform
0013573b string Missing dot (from=%p, to=%p) 
00135759 string Platform: %*.*s 
0013576a string print_system_properties
00135782 string Scanning system properties... 
001357a1 string System properties: [
001357ba string >> LEGACY UPDATE: Updating firmware %s. 
001357e3 string RO_SECTION
001357ee string INFO: %s: Checking compatibility... 
00135813 string update_try_rw_firmware
0013582a string Firmware %s vboot2. 
00135842 string is NOT
00135849 string ERROR: %s: TRY-RW update needs system to boot in RW firmware. 
00135888 string INFO: %s: Checking %s contents... 
001358ab string ERROR: %s: Cannot find section '%s' on firmware image: %s 
001358e6 string >> TRY-RW UPDATE: Updating %s to try on reboot. 
00135917 string >> DEFERRED UPDATE: Defer setting cookies for %s 
00135949 string >> NO RW UPDATE: No update for RW firmware. 
00135976 string >> LEGACY UPDATE: Updating %s. 
00135996 string INFO: %s: Current (RO) firmware image has root key: %s 
001359ce string check_compatible_root_key
001359e8 string ERROR: %s: Rootkey is same as target (RW) image.  Maybe RW corrupted?
00135a2e string WARNING: %s: Target (RW) image is signed by root key: %s%s 
00135a6a string  (DEV/unsigned)
00135a7a string ERROR: %s: Invalid section: %s 
00135a9a string get_keyblock
00135aa7 string ERROR: %s: Keyblock is not signed. 
00135acb string ERROR: %s: Invalid signing key. 
00135aec string ERROR: %s: Failed verifying keyblock. 
00135b13 string ERROR: %s: Add --force if you want to waive TPM checks. 
00135b4c string WARNING: %s: TPM KEYS CHECK IS WAIVED BY --force. YOU ARE ON YOUR OWN. 
00135b94 string ERROR: %s: Invalid tpm_fwver: %d. 
00135bb7 string do_check_compatible_tpm_keys
00135bd4 string TPM: data_key_version = %d, firmware_version = %d 
00135c07 string ERROR: %s: Data key version rollback detected (%d->%d). 
00135c40 string ERROR: %s: Firmware version rollback detected (%d->%d). 
00135c79 string get_key_versions
00135c8a string %s: data key version = %d, firmware version = %d 
00135cbc string cros_allow_auto_update
00135cd3 string legacy_needs_update
00135ce7 string Current legacy firmware has%s updater tag (%s) and target firmware has%s updater tag, won't update. 
00135d50 string RW_SHARED
00135d5a string >> RW UPDATE: Updating RW sections (%s, %s, %s, and %s). 
00135d94 string update_rw_firmware
00135da7 string Skipped optional section: %s 
00135dc5 string >> FULL UPDATE: Updating whole firmware image(s), RO+RW. 
00135dff string update_whole_firmware
00135e15 string Failed to preserve some sections - ignore. 
00135e41 string ERROR: %s: Target image does not look valid.  Add --force if you really want to use it.
00135e99 string INFO: %s: Will change firmware signing key. 
00135ec6 string ERROR: %s: Re-key to DEV is not allowed.  Add --force if you really want to do that.
00135f1b string SI_ME
00135f21 string preserve_management_engine
00135f3c string Skipped because no section %s. 
00135f5c string ME is probably locked - preserving %s. 
00135f84 string ME needs to be preserved - preserving %s. 
00135faf string Flashing via non-host programmer %s - no need to preserve ME. 
00135fee string preserve_fmap_sections
00136005 string FMAP area does not exist in source: %.*s 
0013602f string Preserve FMAP area: %.*s 
00136049 string RW_PRESERVE
00136055 string RO_VPD
0013605c string RW_VPD
00136063 string SMMSTORE
0013606c string RW_NVRAM
00136075 string RW_ELOG
0013607d string preserve_known_sections
00136095 string Preserve firmware section: %s 
001360b4 string has_valid_update
001360c5 string No data in <%s> image. 
001360dd string Image %s<%s> does not have section %s. 
00136105 string INFO: %s: (emulation) Update %s from %s to %s (%d bytes), skipped for non-host targets in emulation. 
0013616b string whole image
00136177 string ERROR: %s: Target %s is write protected, skip updating. 
001361b0 string write_optional_firmware
001361c8 string override_properties_from_list
001361e6 string Input is <%s> 
001361f5 string ERROR: %s: Too many fields (max is %d): %s. 
00136222 string property[%d].value = %ld 
0013623c string INFO: %s: Reading image from stdin... 
00136263 string updater_load_images
00136277 string WARNING: %s: No keysets found - this is probably a local build of  unsigned firmware updater. Skip applying custom label.
001362f1 string updater_setup_archive
00136307 string WARNING: %s: No VPD for custom label. 
0013632e string ERROR: %s: Need VPD set for custom label. 
00136359 string INFO: %s: Loading system firmware for custom label... 
00136390 string updater_apply_custom_label
001363ab string ERROR: %s: Failed to get system current firmware 
001363e3 string setup_config_quirks
001363f7 string Looking for quirk <%s=%d>. 
00136413 string Set quirk %s to %d. 
00136428 string ERROR: %s: Unknown quirk: %s 
00136446 string updater_output_image
0013645b string ERROR: %s: Failed writing firmware image to: %s 
0013648c string Firmware image saved in: %s 
001364a9 string FATAL: %s: Cannot open %s 
001364c4 string FindKernelConfig
001364d5 string FATAL: %s: not enough data to fill keyblock header 
00136509 string FindKernelConfigFromStream
00136524 string FATAL: %s: keyblock_size advances past the end of the blob 
00136560 string FATAL: %s: not enough data to fill preamble 
0013658d string FATAL: %s: preamble_size advances past the end of the blob 
001365c9 string FATAL: %s: params are outside of the memory blob: %x 
001365ff string FATAL: %s: No memory 
00136615 string FATAL: %s: Cannot read kernel config 
0013663b string kern_nv
00136643 string nvram_cleared
00136651 string recovery_request
00136662 string diagnostic_request
00136675 string dbg_reset
0013667f string disable_dev_request
00136693 string clear_tpm_owner_request
001366ab string clear_tpm_owner_done
001366c0 string tpm_rebooted
001366cd string fwb_tries
001366d7 string fwupdate_tries
001366e6 string block_devmode
001366f4 string tpm_attack
001366ff string loc_idx
00136707 string backup_nvram_request
0013671c string dev_boot_usb
00136729 string dev_boot_altfw
00136738 string dev_boot_legacy
00136748 string dev_boot_signed_only
0013675d string dev_enable_udc
0013676c string display_request
0013677c string recovery_subcode
0013678d string wipeout_request
0013679d string kernel_max_rollforward
001367b4 string cros_debug
001367bf string debug_build
001367cb string devsw_boot
001367d6 string recoverysw_boot
001367e6 string tpm_kernver
001367f2 string tried_fwb
001367fc string recovery_reason
0013680c string boot_on_ac_detect
0013681e string battery_cutoff_request
00136835 string inside_vm
0013683f string mainfw_type
0013684b string nonchrome
00136855 string post_ec_sync_delay
00136868 string hwid-override
00136876 string kernkey_vfy
00136882 string vdat_lfdebug
0013688f string fw_tried
00136898 string fw_prev_tried
001368a6 string fw_prev_result
001368b5 string dev_default_boot
001368c6 string minios_priority
001368da string /proc/cmdline
001368e8 string cros_nodebug
001368f5 string Check A result=%d Check B result=%d Firmware index booted=0x%02x TPM combined version at start=0x%08x Lowest combined version from firmware=0x%08x 
00136989 string trying
00136990 string failure
0013699d string /run/lock/crossystem.lock
001369b7 string !!! !!! PLEASE USE 'altfw' INSTEAD OF 'legacy' !!! 
001369eb string vb2_nv_index
001369f8 string The VBNV in flash (%u bytes) is not an even multiple of the VBNV size (%u bytes).  This is likely a firmware bug. 
00136a6b string VBNV is uninitialized. 
00136a83 string flashrom_read
00136a91 string %s returned %#x 
00136aa2 string write_temp_file(((void*)0), 0, &tmpfile)
00136ad4 string flashrom_write
00136ae3 string write_temp_file(image->data, image->size, &tmpfile)
00136b17 string --noverify-all
00136b29 string /tmp/vb2_flashrom.XXXXXX
00136b42 string Flashrom invocation failed (exit status %d):
00136b6f string subprocess_run
00136b7e string Failed to execute external command: %s 
00136ba6 string cbfstool_truncate
00136bb8 string Calling: %s '%s' truncate -r '%s' 
00136bdb string %s(): cbfstool invocation failed: %m 
00136c05 string Failed to parse command output. Unexpected output. 
00136c39 string CBFSTOOL
00136c42 string cbfstool
00136c4b string __FMAP__
00136c54 string Found FMAP, but major version is %u instead of %u 
00136c87 string vb2_read_private_key
00136c9c string unable to read from file %s 
00136cb9 string Unable to allocate private key 
00136cd9 string Unable to parse RSA private key 
00136cfa string vb2_read_private_key_pem
00136d13 string %s() called with invalid algorithm! 
00136d38 string %s(): Couldn't open key file: %s 
00136d5a string %s(): Couldn't read private key from file: %s 
00136d89 string Can't find crypto algorithm 
00136da6 string Unable to write private key buffer 
00136dca string Unable to open file %s 
00136de2 string Unable to write to file %s 
00136dfe string %s() - invalid algorithm 
00136e18 string vb2_read_packed_keyb
00136e2d string %s() - invalid version %#x 
00136e49 string %s() - wrong key size %u for algorithm %u 
00136e74 string vb2_packed_key_looks_ok
00136e8c string packed key invalid version 
00136ea8 string vb2_unpack_key_data
00136ebc string Wrong key size for algorithm 
00136eda string Error reading keyblock file: %s 
00136efb string Invalid keyblock file: %s 
00136f16 string Unable to read from file %s 
00136f33 string vb2_external_signature
00136f4a string RSA_private_encrypt() failed. 
00136f69 string sign_external
00136f77 string Will invoke "%s %s" to perform signing. Input to the signer will be provided on standard in. Output of the signer will be read from standard out. 
0013700a string pipe() error 
00137018 string fork() error 
00137026 string write() error 
00137035 string read() error 
00137043 string waitpid() error 
00137054 string stdin dup2() failed 
00137069 string stdout dup2() failed 
0013707f string execl() of external signer failed 
001370a2 string %s: RSA_private_encrypt() failed 
001370c4 string vb2_calculate_signature
001370dc string vb21_verify_data
001370ed string Wrong amount of data signed. 
0013710b string Unsigned SHA1
00137119 string Unsigned SHA-256
0013712a string Unsigned SHA-512
0013713b string vb2_read_file
00137149 string Unable to read file %s 
00137161 string vb2_write_file
00137170 string vb2_verify_digest
00137182 string Wrong data signature size for algorithm, sig_size=%d, expected %d for algorithm %d. 
001371d7 string Using HW RSA engine for sig_alg %d %s 
001371fe string succeeded
00137208 string HW RSA for sig_alg %d not supported, using SW 
00137237 string HW RSA forbidden, using SW 
00137253 string vb2_verify_data
00137263 string Data buffer smaller than length of signed data. 
00137294 string Using HW crypto engine for hash_alg %d 
001372bc string vb2ex_hwcrypto_digest_extend(data, sig->data_size)
001372ef string vb2ex_hwcrypto_digest_finalize(digest, digest_size)
00137323 string HW crypto for hash_alg %d not supported, using SW 
00137356 string vb2_digest_buffer(data, sig->data_size, key->hash_alg, digest, digest_size)
001373a2 string HW crypto init error : %d 
001373bd string HW crypto forbidden by TPM flag, using SW 
001373ed string RSA1024
001373f5 string RSA2048
001373fd string RSA4096
00137405 string RSA8192
0013740d string RSA2048EXP3
00137419 string RSA3072EXP3
00137425 string SHA224
0013742c string SHA384
00137433 string RSA1024 SHA1
00137440 string RSA1024 SHA256
0013744f string RSA1024 SHA512
001374c9 string SHA256
001374d8 string SHA512
001374df string RSA2048 EXP3 SHA1
001374f1 string RSA2048 EXP3 SHA256
00137505 string RSA2048 EXP3 SHA512
00137519 string RSA3072 EXP3 SHA1
0013752b string RSA3072 EXP3 SHA256
0013753f string RSA3072 EXP3 SHA512
0013758d string vb2_unpack_key_buffer
001375a3 string vb2_verify_packed_key_inside(buf, size, packed_key)
001375d7 string Unsupported signature algorithm. 
001375f9 string Unsupported hash algorithm. 
00137616 string vb2_rsa_verify_digest
0013762c string Invalid signature type! 
00137645 string Signature is of incorrect length! 
00137668 string ERROR - vboot2 work buffer too small! 
0013768f string Using HW modexp engine for sig_alg %d 
001376b6 string HW modexp for sig_alg %d not supported, using SW 
001376e8 string HW modexp forbidden, using SW 
00137707 string Digest check failed! 
0013771d string vb2_digest_buffer
0013772f string vb2_digest_init(&dc, hash_alg)
0013774e string vb2_digest_extend(&dc, buf, size)
00137770 string vb2_hash_verify
00137780 string vb2_digest_buffer(buf, size, hash->algo, hash_buf, hash_size)
001377be string vb2_check_keyblock
001377d1 string Not enough space for keyblock header. 
001377f8 string Not a valid verified boot keyblock. 
0013781d string Incompatible keyblock header version. 
00137844 string Not enough data for keyblock. 
00137863 string Keyblock signature off end of block 
00137888 string Signature calculated past end of block 
001378b0 string Didn't sign enough data 
001378c9 string Data key off end of keyblock 
001378e7 string Data key off end of signed data 
00137908 string vb2_verify_keyblock
0013791c string vb2_check_keyblock(block, size, sig)
00137941 string Checking keyblock signature... 
00137961 string Invalid keyblock signature. 
0013797e string vb2_verify_fw_preamble
00137995 string Verifying preamble. 
001379aa string Not enough data for preamble header 
001379cf string Incompatible firmware preamble header version. 
001379ff string Only preamble header 2.1+ supported 
00137a24 string Not enough data for preamble. 
00137a43 string Preamble signature off end of preamble 
00137a6b string Signature calculated past end of the block 
00137a97 string Preamble signature validation failed 
00137abd string Firmware body signature off end of preamble 
00137aea string Kernel subkey off end of preamble 
00137b0d string vb2_verify_keyblock_hash
00137b26 string Checking keyblock hash... 
00137b41 string vb2_digest_init(dc, VB2_HASH_SHA512)
00137b66 string vb2_digest_extend(dc, (const uint8_t *)block, sig->data_size)
00137ba4 string vb2_digest_finalize(dc, digest, digest_size)
00137bd1 string Invalid keyblock hash. 
00137be9 string vb2_verify_kernel_preamble
00137c04 string Verifying kernel preamble. 
00137c20 string Not enough data for preamble header. 
00137c46 string Incompatible kernel preamble header version. 
00137c74 string Preamble size too small for header. 
00137c99 string Body signature off end of preamble 
00137cbd string Bootloader off end of signed data 
00137ce0 string Vmlinuz header off end of signed data 
00137d07 string /sys/devices/platform/chromeos_acpi/VBNV.0
00137d32 string /sys/devices/platform/chromeos_acpi/VBNV.1
00137d5d string /sys/devices/platform/chromeos_acpi/VDAT
00137d86 string devsw_cur
00137d90 string recoverysw_cur
00137d9f string recoverysw_ec_boot
00137db2 string /sys/devices/platform/chromeos_acpi/CHSW
00137ddb string phase_enforcement
00137ded string /mnt/stateful_partition/.need_firmware_update
00137e1b string /sys/devices/platform/chromeos_acpi/HWID
00137e44 string /sys/devices/platform/chromeos_acpi/FWID
00137e75 string /sys/devices/platform/chromeos_acpi/FRID
00137e9e string /sys/devices/platform/chromeos_acpi/BINF.1
00137ec9 string /sys/devices/platform/chromeos_acpi/BINF.2
00137ef7 string /dev/nvram
00137f06 string %s.%d/GPIO.0
00137f13 string /sys/devices/platform/chromeos_acpi/GPIO
00137f3c string %s.%d/GPIO.1
00137f49 string %s.%d/GPIO.2
00137f56 string %s.%d/GPIO.3
00137f63 string %s/gpio%d/value
00137f73 string /sys/class/gpio
00137f83 string /sys/class/gpio/export
00137f9d string AMD0030
00137faa string CougarPoint
00137fb6 string PantherPoint
00137fc3 string LynxPoint
00137fcd string PCH-LP
00137fd4 string INT3437:00
00137fdf string INT344B:00
00137fea string INT3452:00
00137ff5 string INT3452:01
00138000 string INT3452:02
0013800b string INT3452:03
00138016 string INT3455:00
00138021 string INT34BB:00
0013802c string INT34C8:00
00138037 string INT34C5:00
00138042 string INTC1055:00
0013804e string INTC1056:00
0013805a string INTC1057:00
00138066 string INTC1083:00
00138072 string INT3453:00
0013807d string INT3453:01
00138088 string INT3453:02
00138093 string INT3453:03
0013809e string BayTrail
001380a7 string Braswell
001380b0 string gpiochip%u
001380bb string %s/gpiochip%u/label
001380cf string %s/gpiochip%u/device/firmware_node/uid
001380f6 string %u.%u.
001380fd string Couldn't retrieve kernel version! 
00138120 string uname
00138126 string /sys/devices/platform/chromeos_acpi/BINF.4
00138151 string /sys/devices/platform/chromeos_acpi/BINF.0
0013817c string /sys/devices/platform/chromeos_acpi/CHNV
001381a5 string /sys/devices/platform/chromeos_acpi/BINF.3
001381d0 string netboot
001381d8 string normal
001381df string developer
001381e9 string chromeos_config_get_string
00138204 string Path parameter must begin with /
00138225 string Path cannot contain //
0013823c string Property cannot contain /
00138256 string /run/chromeos-config/v1%s/%s
00138273 string false
00138279 string chromeos_config_get_boolean
00138295 string Config entry is not a boolean: %s:%s
001382ba string chromeos_config_get_integer
001382d6 string Config entry is not an integer: %s:%s
00138300 string Show the futility source revision and build date
00138350 string  Usage:  futility %s [OPTIONS] FLASHIMAGE [NAME...]  Display (and extract) the FMAP components from a BIOS image.  Options:   -x             Extract the named sections from the file   -h             Use a human-readable format   -H             With -h, display any gaps   -p             Use a format easy to parse by scripts   -F             Use the format expected by flashrom  Specify one or more NAMEs to dump only those sections.  
00138560 string  This utility creates an RO verification space in the Chrome OS AP firmware image or allows to validate a previously prepared image containing the RO verification space.  Usage: futility gscvd PARAMS <AP FIRMWARE FILE> [<root key hash>]   Creation of RO Verification space:  Required PARAMS:   -R|--ranges        STRING        Comma separated colon delimited                                      hex tuples <offset>:<size>, the                                      areas of the RO covered by the                                      signature   -G|--add_gbb                     Add the `GBB` FMAP section to the                                      ranges covered by the signature.                                      This option takes special care                                      to exclude the HWID (and its                                      digest) from this range.   -b|--board_id  <string|hex>      The Board ID of the board for                                      which the image is signed.                                      Can be passed as a 4-letter                                      string or a hexadecimal number.   -r|--root_pub_key  <file>        The main public key, in .vbpubk                                      format, used to verify platform                                      key   -k|--keyblock      <file>        Signed platform public key in                                      .keyblock format, used for run                                      time RO verifcation   -p|--platform_priv <file>        Private platform key in .vbprivk                                      format, used for signing RO                                      verification data Optional PARAMS:   [--outfile]        OUTFILE       Output firmware image containing                                      RO verification information   Validation of RO Verification space:     The only required parameter is <AP FIRMWARE FILE>, if optional    <root key hash> is given, it is compared to the hash    of the root key found in <AP_FIRMWARE_FILE>.     -h|--help                        Print this message  
00138db0 string  Usage:  futility %s [OPTIONS] FILE AREA:file [AREA:file ...]  Replace the contents of specific FMAP areas. This is the complement of futility dump_fmap -x FILE AREA [AREA ...]  Options:   -o OUTFILE     Write the result to this file, instead of modifying                    the input file. This is safer, since there are no                    safeguards against doing something stupid.  Example:    This will clear the RO_VPD area, and scramble VBLOCK_B:    futility %s bios.bin RO_VPD:/dev/zero VBLOCK_B:/dev/urandom  
00138fc0 string  Usage:  futility %s [OPTIONS] DIGEST [...]  This simulates a TPM PCR extension, to determine the expected output  Each DIGEST arg should be a hex string (spaces optional) of the appropriate length. The PCR is extended with each digest in turn and the new value displayed.  Options:   -i      Initialize the PCR with the first DIGEST argument             (the default is to start with all zeros)   -2      Use sha256 DIGESTS (the default is sha1)  Examples:    futility %s b52791126f96a21a8ba4d511c6f25a1c1eb6dc9e   futility %s 'b5 27 91 12 6f 96 a2 1a 8b a4 d5 11 c6 f2 5a 1c 1e b6 dc 9e'  
00139250 string  Usage:  futility %s [OPTIONS] FILE [...]  Where FILE could be    a boot descriptor block (BDB)   a keyblock (.keyblock)   a firmware preamble signature (VBLOCK_A/B)   a firmware image (bios.bin)   a kernel partition (/dev/sda2, /dev/mmcblk0p2)   keys in various formats (.vbpubk, .vbprivk, .pem)   several other file types related to verified boot  Options:   -t                               Just show the type of each file   --type           TYPE            Override the detected file type                                      Use "--type help" for a list Type-specific options:   -k|--publickey   FILE.vbpubk     Public key in vb1 format   --pubkey         FILE.vpubk2     Public key in vb2 format   -f|--fv          FILE            Verify this payload (FW_MAIN_A/B)   --pad            NUM             Kernel vblock padding size   --strict                         Fail unless all signatures are valid  
001396a0 string  To sign a complete firmware image (bios.bin):  Required PARAMS:   [--infile]       INFILE          Input firmware image (modified                                      in place if no OUTFILE given)  Optional PARAMS:   -s|--signprivate FILE.vbprivk    The private firmware data key   -b|--keyblock    FILE.keyblock   The keyblock containing the                                      public firmware data key   -k|--kernelkey   FILE.vbpubk     The public kernel subkey   -v|--version     NUM             The firmware version number (default %d)   -f|--flags       NUM             The preamble flags value (default is                                      unchanged, or 0 if unknown)   -d|--loemdir     DIR             Local OEM output vblock directory   -l|--loemid      STRING          Local OEM vblock suffix   -K|--keyset      PATH            Prefix of private firmware data key,                                    keyblock and public kernel subkey.                                    Prefix must be valid path with                                    optional file name prefix.                                    Used as defaults for -s, -b and -k,                                    if not passed expliticly                                    (default is '%s')   [--outfile]      OUTFILE         Output firmware image  
00139bd0 string  To resign an existing kernel partition (/dev/sda2, /dev/mmcblk0p2):  Required PARAMS:   [--infile]       INFILE          Input kernel partition (modified                                      in place if no OUTFILE given)  Optional PARAMS:   -s|--signprivate FILE.vbprivk    The private key to sign the kernel blob   -b|--keyblock    FILE.keyblock   Keyblock containing the public                                      key to verify the kernel blob   -v|--version     NUM             The kernel version number   --config         FILE            The kernel commandline file   --pad            NUM             The vblock padding size in bytes                                      (default %#x)   [--outfile]      OUTFILE         Output kernel partition or vblock   --vblockonly                     Emit just the vblock (requires a                                      distinct OUTFILE)   -f|--flags       NUM             The preamble flags value   -K|--keyset      PATH            Prefix of private kernel data key.                                    Prefix must be valid path with                                    optional file name prefix.                                    Used as default for -s,                                    if not passed expliticly                                    (default is '%s')  
0013a100 string  To sign a public key / create a new keyblock:  Required PARAMS:   [--datapubkey]   INFILE          The public key to wrap   [--outfile]      OUTFILE         The resulting keyblock  Optional PARAMS:   A private signing key, specified as either     -s|--signprivate FILE.vbprivk  Signing key in .vbprivk format   Or     --pem_signpriv   FILE.pem      Signing key in PEM format...     --pem_algo       NUM           AND the algorithm to use (0 - %d)    If a signing key is not given, the keyblock will not be signed.  And these, too:    -f|--flags       NUM             Flags specifying use conditions   --pem_external   PROGRAM         External program to compute the signature                                      (requires a PEM signing key)  
0013a3f0 string  To sign a raw firmware blob (FW_MAIN_A/B):  Required PARAMS:   -v|--version     NUM             The firmware version number   [--fv]           INFILE          The raw firmware blob (FW_MAIN_A/B)   [--outfile]      OUTFILE         Output VBLOCK_A/B  Optional PARAMS:   -s|--signprivate FILE.vbprivk    The private firmware data key   -b|--keyblock    FILE.keyblock   The keyblock containing the                                      public firmware data key   -k|--kernelkey   FILE.vbpubk     The public kernel subkey   -f|--flags       NUM             The preamble flags value (default is 0)   -K|--keyset      PATH            Prefix of private firmware data key,                                    keyblock and public kernel subkey.                                    Prefix must be valid path with                                    optional file name prefix.                                    Used as defaults for -s, -b and -k,                                    if not passed expliticly                                    (default is '%s')  
0013a810 string  To create a new kernel partition image (/dev/sda2, /dev/mmcblk0p2):  Required PARAMS:   -v|--version     NUM             The kernel version number   --bootloader     FILE            Bootloader stub   --config         FILE            The kernel commandline file   --arch           ARCH            The CPU architecture (one of                                      x86|amd64, arm|aarch64, mips)   [--vmlinuz]      INFILE          Linux kernel bzImage file   [--outfile]      OUTFILE         Output kernel partition or vblock  Optional PARAMS:   -s|--signprivate FILE.vbprivk    The private key to sign the kernel blob   -b|--keyblock    FILE.keyblock   Keyblock containing the public                                      key to verify the kernel blob   --kloadaddr      NUM             RAM address to load the kernel body                                      (default %#x)   --pad            NUM             The vblock padding size in bytes                                      (default %#x)  --vblockonly                      Emit just the vblock (requires a                                      distinct outfile)   -f|--flags       NUM             The preamble flags value   -K|--keyset      DIR             Path to directory containing private                                    kernel data key, and keyblock   -K|--keyset      PATH            Prefix of private kernel data key                                    and keyblock.                                    Prefix must be valid path with                                    optional file name prefix.                                    Used as defaults for -s and -b,                                    if not passed expliticly                                    (default is '%s')  
0013aee0 string  Usage:  futility %s [PARAMS] INFILE [OUTFILE]  The following signing operations are supported:      INFILE                              OUTFILE   public key (.vbpubk)                keyblock   raw firmware blob (FW_MAIN_A/B)     firmware preamble (VBLOCK_A/B)   full firmware image (bios.bin)      same, or signed in-place   raw linux kernel (vmlinuz)          kernel partition image   kernel partition (/dev/sda2)        same, or signed in-place   usbpd1 firmware image               same, or signed in-place   RW device image                     same, or signed in-place  For more information, use "futility help %s TYPE", where TYPE is one of:  
0013b2b0 string  Usage:  futility %s --pack <file> [PARAMETERS]    Required parameters:     --keyblock <file>         Keyblock in .keyblock format     --signprivate <file>      Private key to sign kernel data,                                 in .vbprivk format     --version <number>        Kernel version     --vmlinuz <file>          Linux kernel bzImage file     --bootloader <file>       Bootloader stub     --config <file>           Command line file     --arch <arch>             Cpu architecture (default x86)    Optional:     --kloadaddr <address>     Assign kernel body load address     --pad <number>            Verification padding size in bytes     --vblockonly              Emit just the verification blob     --flags NUM               Flags to be passed in the header  OR  Usage:  futility %s --repack <file> [PARAMETERS]    Required parameters:     --signprivate <file>      Private key to sign kernel data,                                 in .vbprivk format     --oldblob <file>          Previously packed kernel blob                                 (including verification blob)    Optional:     --keyblock <file>         Keyblock in .keyblock format     --config <file>           New command line file     --version <number>        Kernel version     --kloadaddr <address>     Assign kernel body load address     --pad <number>            Verification blob size in bytes     --vblockonly              Emit just the verification blob  OR  Usage:  futility %s --verify <file> [PARAMETERS]    Optional:     --signpubkey <file>       Public key to verify kernel keyblock,                                 in .vbpubk format     --verbose                 Print a more detailed report     --keyblock <file>         Outputs the verified keyblock,                                 in .keyblock format     --pad <number>            Verification padding size in bytes     --minversion <number>     Minimum combined kernel key version  OR  Usage:  futility %s --get-vmlinuz <file> [PARAMETERS]    Required parameters:     --vmlinuz-out <file>      vmlinuz image output file  
